product,review,label_correct
P6535784602,data/part8\P6535784602\R4041867218\3024628341.jpg,Correct
P6321534649,data/part8\P6321534649\R3389866586\2209908340.jpg,Correct
P6110166536,data/part8\P6110166536\R4045634512\3026829647.jpg,Correct
P6402806261,data/part8\P6402806261\R3404840344\2218824234.jpg,Correct
P6262449356,data/part8\P6262449356\R3375321266\2201334683.jpg,Correct
P6339350134,data/part8\P6339350134\R3384251867\2206576445.jpg,Correct
P6308218684,data/part8\P6308218684\R3381598134\2205059043.jpg,Correct
P6057693166,data/part8\P6057693166\R3337158132\2179256980.jpg,Correct
P6192818170,data/part8\P6192818170\R3358421276\2191400060.jpg,Correct
P6066383199,data/part8\P6066383199\R3430499216\2234075567.jpg,Correct
P6735425510,data/part8\P6735425510\R4027841712\3016377987.jpg,Correct
P6669001935,data/part8\P6669001935\R4067562748\3039826942.jpg,Correct
P6619516899,data/part8\P6619516899\R4021213628\3012416154.jpg,Correct
P6665595604,data/part8\P6665595604\R4075220920\3044371831.jpg,Correct
P6036107326,data/part8\P6036107326\R3348264112\2185601854.jpg,Correct
P6643278106,data/part8\P6643278106\R4007885273\3004658737.jpg,Correct
P6024383374,data/part8\P6024383374\R3362344436\2193617378.jpg,Correct
P6041991066,data/part8\P6041991066\R4060275142\3035472807.jpg,Correct
P6019285399,data/part8\P6019285399\R3337822687\2179595277.jpg,Correct
P6427275789,data/part8\P6427275789\R4029980756\3017611737.jpg,Correct
P6170109680,data/part8\P6170109680\R3376802476\2202225730.jpg,Correct
P6311037466,data/part8\P6311037466\R3400737594\2216402795.jpg,Correct
P6234700929,data/part8\P6234700929\R4042547467\3025038709.jpg,Correct
P6616416521,data/part8\P6616416521\R4072482356\3042752466.jpg,Correct
P6505714547,data/part8\P6505714547\R4004749372\3002809291.jpg,Correct
P6660697445,data/part8\P6660697445\R4015609696\3009104651.jpg,Correct
P6250456548,data/part8\P6250456548\R3404777371\2218782423.jpg,Correct
P6179690150,data/part8\P6179690150\R4087335798\3051572682.jpg,Correct
P6498473929,data/part8\P6498473929\R4021479860\3012570589.jpg,Correct
P6127317468,data/part8\P6127317468\R3342093507\2182081167.jpg,Correct
P6445053016,data/part8\P6445053016\R4064538917\3037979120.jpg,Correct
P6652022919,data/part8\P6652022919\R4042782999\3025192235.jpg,Correct
P6361281299,data/part8\P6361281299\R4113455576\3067302403.jpg,Correct
P6485135611,data/part8\P6485135611\R3409657961\2221691748.jpg,Correct
P6509231849,data/part8\P6509231849\R4018914908\3011114919.jpg,Correct
P6295491950,data/part8\P6295491950\R3380271671\2204262544.jpg,Correct
P6203924189,data/part8\P6203924189\R3359402200\2191926499.jpg,Correct
P6392755400,data/part8\P6392755400\R4073271886\3043233633.jpg,Correct
P6647198541,data/part8\P6647198541\R4061943319\3036508429.jpg,Correct
P6194920046,data/part8\P6194920046\R3386123561\2207713813.jpg,Correct
P6156770839,data/part8\P6156770839\R3358586711\2191479597.jpg,Correct
P6380089352,data/part8\P6380089352\R3425745838\2231246723.jpg,Correct
P6448467649,data/part8\P6448467649\R4073899819\3043575720.jpg,Correct
P6023284150,data/part8\P6023284150\R3348041621\2185483942.jpg,Correct
P6471884479,data/part8\P6471884479\R3409428618\2221543382.jpg,Correct
P6418712466,data/part8\P6418712466\R4007395515\3004348097.jpg,Correct
P6483792166,data/part8\P6483792166\R4001853121\3001067970.jpg,Correct
P6596913018,data/part8\P6596913018\R4044607168\3026267988.jpg,Correct
P6594809467,data/part8\P6594809467\R4015280782\3008920450.jpg,Correct
P6293400600,data/part8\P6293400600\R3395110456\2213022544.jpg,Correct
P6299332643,data/part8\P6299332643\R3382627739\2205625016.jpg,Correct
P6269400834,data/part8\P6269400834\R3399764872\2215798206.jpg,Correct
P6207023429,data/part8\P6207023429\R3421707954\2228870251.jpg,Correct
P6243422075,data/part8\P6243422075\R4032821008\3019337152.jpg,Correct
P6653369561,data/part8\P6653369561\R4009452384\3005577231.jpg,Correct
P6349154232,data/part8\P6349154232\R3421576185\2228793982.jpg,Correct
P6501151408,data/part8\P6501151408\R3424131561\2230292281.jpg,Correct
P6007154279,data/part8\P6007154279\R3339576503\2180613999.jpg,Correct
P6527274364,data/part8\P6527274364\R4006085051\3003556997.jpg,Correct
P6438230799,data/part8\P6438230799\R4012406530\3007280392.jpg,Correct
P6004547705,data/part8\P6004547705\R3340164508\2180958988.jpg,Correct
P6632478587,data/part8\P6632478587\R4017892694\3010488230.jpg,Correct
P6457636893,data/part8\P6457636893\R3407063387\2220169972.jpg,Correct
P6024562666,data/part8\P6024562666\R3355219795\2189596111.jpg,Correct
P6007007075,data/part8\P6007007075\R3342163153\2182124963.jpg,Correct
P6228242959,data/part8\P6228242959\R3421252686\2228597468.jpg,Correct
P6011823366,data/part8\P6011823366\R3412557100\2223446667.jpg,Correct
P6514068735,data/part8\P6514068735\R4030900357\3018138728.jpg,Correct
P6664569800,data/part8\P6664569800\R4035931620\3021120926.jpg,Correct
P6257782279,data/part8\P6257782279\R4008055721\3004751035.jpg,Correct
P6196833455,data/part8\P6196833455\R4088681909\3052423612.jpg,Correct
P6561737336,data/part8\P6561737336\R4002439588\3001424623.jpg,Correct
P6211612746,data/part8\P6211612746\R3366152885\2195933486.jpg,Correct
P6620595652,data/part8\P6620595652\R4049453709\3029131038.jpg,Correct
P6431087550,data/part8\P6431087550\R3425367393\2231046742.jpg,Correct
P6065521567,data/part8\P6065521567\R3341002144\2181447322.jpg,Correct
P6646482821,data/part8\P6646482821\R4050210996\3029542772.jpg,Correct
P6468102354,data/part8\P6468102354\R3422691439\2229459776.jpg,Correct
P6324115042,data/part8\P6324115042\R4077952336\3046035713.jpg,Correct
P6490072890,data/part8\P6490072890\R4016316318\3009528561.jpg,Correct
P6105736671,data/part8\P6105736671\R4086580728\3051143187.jpg,Correct
P6528471428,data/part8\P6528471428\R3415178909\2224993210.jpg,Correct
P6000856687,data/part8\P6000856687\R4020463760\3011949316.jpg,Correct
P6071417071,data/part8\P6071417071\R3359937059\2192254492.jpg,Correct
P6071470428,data/part8\P6071470428\R3403360300\2217915034.jpg,Correct
P6489333790,data/part8\P6489333790\R3415772488\2225362185.jpg,Correct
P6365918347,data/part8\P6365918347\R3429409372\2233415097.jpg,Correct
P6510219748,data/part8\P6510219748\R3414013778\2224286403.jpg,Correct
P6315558963,data/part8\P6315558963\R4030627808\3017966949.jpg,Correct
P6050136828,data/part8\P6050136828\R3403971460\2218280134.jpg,Correct
P6275376152,data/part8\P6275376152\R4062333701\3036729500.jpg,Correct
P6546059097,data/part8\P6546059097\R3422572547\2229390758.jpg,Correct
P6575840506,data/part8\P6575840506\R4025368933\3014877997.jpg,Correct
P6083530017,data/part8\P6083530017\R3372626274\2199703707.jpg,Correct
P6191586565,data/part8\P6191586565\R4004250955\3002521591.jpg,Correct
P6016021261,data/part8\P6016021261\R3341491175\2181728830.jpg,Correct
P6685547893,data/part8\P6685547893\R4018870319\3011087707.jpg,Correct
P6661030639,data/part8\P6661030639\R4014288918\3008396609.jpg,Correct
P6636797828,data/part8\P6636797828\R4010192618\3005981919.jpg,Correct
P6254199597,data/part8\P6254199597\R4002335104\3001369498.jpg,Correct
P6739348618,data/part8\P6739348618\R4021051710\3012322205.jpg,Correct
P6318220276,data/part8\P6318220276\R3417762342\2226529115.jpg,Correct
P6511536983,data/part8\P6511536983\R4040909378\3024033935.jpg,Correct
P6031836776,data/part8\P6031836776\R4077997681\3046063031.jpg,Correct
P6300082168,data/part8\P6300082168\R3384482846\2206718090.jpg,Correct
P6448499149,data/part8\P6448499149\R3401497511\2216845124.jpg,Correct
P6394856606,data/part8\P6394856606\R3421181250\2228551959.jpg,Correct
P6090706517,data/part8\P6090706517\R3337488803\2179427932.jpg,Correct
P6105021193,data/part8\P6105021193\R3356600427\2190422974.jpg,Correct
P6703318207,data/part8\P6703318207\R4014948739\3008755889.jpg,Correct
P6188121266,data/part8\P6188121266\R4003702616\3002188584.jpg,Correct
P6680134197,data/part8\P6680134197\R4009492654\3005600427.jpg,Correct
P6707910121,data/part8\P6707910121\R4021192286\3012404563.jpg,Correct
P6471548737,data/part8\P6471548737\R4010388317\3006093151.jpg,Correct
P6251661257,data/part8\P6251661257\R3400691192\2216373502.jpg,Correct
P6342031836,data/part8\P6342031836\R3387879871\2208700035.jpg,Correct
P6515947514,data/part8\P6515947514\R3429659866\2233572889.jpg,Correct
P6448524997,data/part8\P6448524997\R3402375955\2217364489.jpg,Correct
P6287048537,data/part8\P6287048537\R4027536560\3016192468.jpg,Correct
P6341523889,data/part8\P6341523889\R3381770688\2205158345.jpg,Correct
P6652217790,data/part8\P6652217790\R4119675328\3071031340.jpg,Correct
P6612961555,data/part8\P6612961555\R4031519868\3018527688.jpg,Correct
P6144542406,data/part8\P6144542406\R4042868358\3025246530.jpg,Correct
P6171276676,data/part8\P6171276676\R4001977622\3001147804.jpg,Correct
P6635947860,data/part8\P6635947860\R4094647533\3056038630.jpg,Correct
P6251277836,data/part8\P6251277836\R3365101920\2195290123.jpg,Correct
P6310985876,data/part8\P6310985876\R3428622362\2232932721.jpg,Correct
P6485192196,data/part8\P6485192196\R4071753287\3042308624.jpg,Correct
P6514908521,data/part8\P6514908521\R3415696021\2225320121.jpg,Correct
P6179291146,data/part8\P6179291146\R4100598679\3059590330.jpg,Correct
P6458146839,data/part8\P6458146839\R3402831297\2217623281.jpg,Correct
P6042424544,data/part8\P6042424544\R3340465087\2181133793.jpg,Correct
P6007278322,data/part8\P6007278322\R3337449861\2179406124.jpg,Correct
P6422342931,data/part8\P6422342931\R3410184914\2222007508.jpg,Correct
P6201703346,data/part8\P6201703346\R3385063088\2207052319.jpg,Correct
P6315568758,data/part8\P6315568758\R4119924247\3071181133.jpg,Correct
P6051817286,data/part8\P6051817286\R3362602900\2193785052.jpg,Correct
P6205078419,data/part8\P6205078419\R4092189700\3054511867.jpg,Correct
P6231088629,data/part8\P6231088629\R3427729251\2232402058.jpg,Correct
P6709757535,data/part8\P6709757535\R4021242371\3012431484.jpg,Correct
P6720447113,data/part8\P6720447113\R4037559125\3022114899.jpg,Correct
P6632030397,data/part8\P6632030397\R4030464973\3017884337.jpg,Correct
P6099142159,data/part8\P6099142159\R3337072680\2179210929.jpg,Correct
P6153307986,data/part8\P6153307986\R3418352237\2226852015.jpg,Correct
P6261547715,data/part8\P6261547715\R3369642917\2197962576.jpg,Correct
P6485351761,data/part8\P6485351761\R4059074469\3034803026.jpg,Correct
P6398333969,data/part8\P6398333969\R3413667335\2224054956.jpg,Correct
P6735138516,data/part8\P6735138516\R4046083500\3027101157.jpg,Correct
P6251871174,data/part8\P6251871174\R3370170213\2198278849.jpg,Correct
P6046019778,data/part8\P6046019778\R3379630734\2203871878.jpg,Correct
P6117932654,data/part8\P6117932654\R3376376474\2201976755.jpg,Correct
P6735849975,data/part8\P6735849975\R4022522917\3013213929.jpg,Correct
P6449157504,data/part8\P6449157504\R3420339286\2228053803.jpg,Correct
P6131634648,data/part8\P6131634648\R3357232392\2190781719.jpg,Correct
P6152889784,data/part8\P6152889784\R3347255534\2185034683.jpg,Correct
P6655720355,data/part8\P6655720355\R4039623983\3023338600.jpg,Correct
P6471415581,data/part8\P6471415581\R3416710790\2225908006.jpg,Correct
P6385323799,data/part8\P6385323799\R3395976445\2213540896.jpg,Correct
P6523385380,data/part8\P6523385380\R3416937223\2226054486.jpg,Correct
P6368599390,data/part8\P6368599390\R3417341209\2226289156.jpg,Correct
P6050292651,data/part8\P6050292651\R3338404262\2179919567.jpg,Correct
P6126793140,data/part8\P6126793140\R3354972300\2189442583.jpg,Correct
P6540774464,data/part8\P6540774464\R3429963328\2233743015.jpg,Correct
P6027769256,data/part8\P6027769256\R3368838720\2197474939.jpg,Correct
P6001593192,data/part8\P6001593192\R3336738950\2179028423.jpg,Correct
P6191991355,data/part8\P6191991355\R4000371329\3000187440.jpg,Correct
P6444201479,data/part8\P6444201479\R3405606822\2219292117.jpg,Correct
P6425282446,data/part8\P6425282446\R3419152953\2227334480.jpg,Correct
P6282606587,data/part8\P6282606587\R3393511888\2212033403.jpg,Correct
P6295009344,data/part8\P6295009344\R3405064421\2218959263.jpg,Correct
P6275033323,data/part8\P6275033323\R3398395294\2214958512.jpg,Correct
P6172998989,data/part8\P6172998989\R4070465611\3041535007.jpg,Correct
P6094500317,data/part8\P6094500317\R3359554612\2192028268.jpg,Correct
P6123646784,data/part8\P6123646784\R3355657131\2189859664.jpg,Correct
P6174393443,data/part8\P6174393443\R3423411549\2229844100.jpg,Correct
P6566334229,data/part8\P6566334229\R4079221801\3046749538.jpg,Correct
P6704271269,data/part8\P6704271269\R4035620833\3020926696.jpg,Correct
P6507136022,data/part8\P6507136022\R3418713914\2227050216.jpg,Correct
P6636600517,data/part8\P6636600517\R4009672000\3005705719.jpg,Correct
P6531912521,data/part8\P6531912521\R3421689519\2228858691.jpg,Correct
P6206308566,data/part8\P6206308566\R3417372151\2226307421.jpg,Correct
P6031569063,data/part8\P6031569063\R3375770264\2201606996.jpg,Correct
P6178176774,data/part8\P6178176774\R4022419110\3013146453.jpg,Correct
P6692414741,data/part8\P6692414741\R4017510680\3010261414.jpg,Correct
P6293314268,data/part8\P6293314268\R3428790445\2233040466.jpg,Correct
P6731184046,data/part8\P6731184046\R4063349973\3037329315.jpg,Correct
P6204987064,data/part8\P6204987064\R4025609591\3015001007.jpg,Correct
P6010045587,data/part8\P6010045587\R3337916794\2179642890.jpg,Correct
P6468358636,data/part8\P6468358636\R3426728865\2231843748.jpg,Correct
P6089104342,data/part8\P6089104342\R3337114170\2179233551.jpg,Correct
P6583044900,data/part8\P6583044900\R4098605114\3058397225.jpg,Correct
P6353470574,data/part8\P6353470574\R3400388273\2216175832.jpg,Correct
P6171421927,data/part8\P6171421927\R4015180066\3008871664.jpg,Correct
P6153930254,data/part8\P6153930254\R3393764635\2212196518.jpg,Correct
P6149753338,data/part8\P6149753338\R3352405894\2187992273.jpg,Correct
P6700881532,data/part8\P6700881532\R4029468430\3017338057.jpg,Correct
P6697790161,data/part8\P6697790161\R4035135592\3020661935.jpg,Correct
P6475312450,data/part8\P6475312450\R3422497563\2229346198.jpg,Correct
P6418051581,data/part8\P6418051581\R3398932556\2215275955.jpg,Correct
P6747217292,data/part8\P6747217292\R4066210273\3039009264.jpg,Correct
P6403011652,data/part8\P6403011652\R3421602443\2228808615.jpg,Correct
P6357899940,data/part8\P6357899940\R3388875956\2209301212.jpg,Correct
P6038341569,data/part8\P6038341569\R3341163059\2181530159.jpg,Correct
P6450526669,data/part8\P6450526669\R3424295960\2230384223.jpg,Correct
P6732768676,data/part8\P6732768676\R4073925284\3043591004.jpg,Correct
P6638349975,data/part8\P6638349975\R4015299901\3013642116.jpg,Correct
P6039996865,data/part8\P6039996865\R4103984622\3061637482.jpg,Correct
P6448071617,data/part8\P6448071617\R4038277416\3022533732.jpg,Correct
P6173869279,data/part8\P6173869279\R3369630065\2197954900.jpg,Correct
P6592306789,data/part8\P6592306789\R4013823149\3008132987.jpg,Correct
P6166003601,data/part8\P6166003601\R3377492542\2202611704.jpg,Correct
P6373416614,data/part8\P6373416614\R4093249600\3055190360.jpg,Correct
P6043536075,data/part8\P6043536075\R4039765580\3023422880.jpg,Correct
P6472080040,data/part8\P6472080040\R3426789994\2231879540.jpg,Correct
P6359048959,data/part8\P6359048959\R3385442771\2207285117.jpg,Correct
P6689351018,data/part8\P6689351018\R4024591903\3014453041.jpg,Correct
P6106800753,data/part8\P6106800753\R3372485845\2199621009.jpg,Correct
P6428023179,data/part8\P6428023179\R4051788193\3030491664.jpg,Correct
P6683789015,data/part8\P6683789015\R4035955323\3021136937.jpg,Correct
P6442803264,data/part8\P6442803264\R4062959096\3037106341.jpg,Correct
P6165539731,data/part8\P6165539731\R4029601091\3017416088.jpg,Correct
P6546409495,data/part8\P6546409495\R4027864151\3016389157.jpg,Correct
P6012104123,data/part8\P6012104123\R4053766368\3031671511.jpg,Correct
P6600373214,data/part8\P6600373214\R4011087888\3006509995.jpg,Correct
P6042575899,data/part8\P6042575899\R3339766148\2180734404.jpg,Correct
P6250077906,data/part8\P6250077906\R4021925834\3012859052.jpg,Correct
P6431540543,data/part8\P6431540543\R4009353587\3005524752.jpg,Correct
P6657388546,data/part8\P6657388546\R4004671977\3002763117.jpg,Correct
P6054473253,data/part8\P6054473253\R3371040013\2198788599.jpg,Correct
P6558723100,data/part8\P6558723100\R4001001728\3000541365.jpg,Correct
P6312465921,data/part8\P6312465921\R3401177027\2216643362.jpg,Correct
P6028328087,data/part8\P6028328087\R3349236551\2186115796.jpg,Correct
P6469411208,data/part8\P6469411208\R3425288359\2231000120.jpg,Correct
P6476272850,data/part8\P6476272850\R4031954555\3018810121.jpg,Correct
P6179571674,data/part8\P6179571674\R3355920226\2190019750.jpg,Correct
P6708309081,data/part8\P6708309081\R4016974220\3009923573.jpg,Correct
P6134590792,data/part8\P6134590792\R4076050055\3044883788.jpg,Correct
P6480597728,data/part8\P6480597728\R4014699188\3008613224.jpg,Correct
P6683727947,data/part8\P6683727947\R4011875495\3006961058.jpg,Correct
P6660852190,data/part8\P6660852190\R4076712322\3045270189.jpg,Correct
P6637366730,data/part8\P6637366730\R4007387876\3004343591.jpg,Correct
P6747924995,data/part8\P6747924995\R4097660529\3057811115.jpg,Correct
P6524297037,data/part8\P6524297037\R4011194497\3006579533.jpg,Correct
P6270903334,data/part8\P6270903334\R4119346013\3070844092.jpg,Correct
P6183050043,data/part8\P6183050043\R3360141355\2192386809.jpg,Correct
P6282654528,data/part8\P6282654528\R3407437583\2220383970.jpg,Correct
P6064809531,data/part8\P6064809531\R3340065107\2180911413.jpg,Correct
P6229365011,data/part8\P6229365011\R3368997585\2199276963.jpg,Correct
P6357025375,data/part8\P6357025375\R4001246585\3000701050.jpg,Correct
P6304104704,data/part8\P6304104704\R3422885600\2229553696.jpg,Correct
P6206635508,data/part8\P6206635508\R3359629268\2192081802.jpg,Correct
P6527133559,data/part8\P6527133559\R4010136546\3005951557.jpg,Correct
P6247388129,data/part8\P6247388129\R4090226538\3053361010.jpg,Correct
P6037088063,data/part8\P6037088063\R3385282453\2207181011.jpg,Correct
P6181430742,data/part8\P6181430742\R3360797514\2192784086.jpg,Correct
P6280763122,data/part8\P6280763122\R3398298387\2214900804.jpg,Correct
P6422373296,data/part8\P6422373296\R4058013790\3034165051.jpg,Correct
P6652550025,data/part8\P6652550025\R4021584804\3012636024.jpg,Correct
P6452088607,data/part8\P6452088607\R4073904182\3043578501.jpg,Correct
P6361355491,data/part8\P6361355491\R4013298808\3007800964.jpg,Correct
P6536528904,data/part8\P6536528904\R4093702775\3055460192.jpg,Correct
P6550085213,data/part8\P6550085213\R4020690529\3012082800.jpg,Correct
P6273825357,data/part8\P6273825357\R3374479761\2200828937.jpg,Correct
P6575643268,data/part8\P6575643268\R4046262189\3027219765.jpg,Correct
P6264262553,data/part8\P6264262553\R3380092135\2204147311.jpg,Correct
P6303301446,data/part8\P6303301446\R4043775729\3025775633.jpg,Correct
P6192193168,data/part8\P6192193168\R3375792642\2201621742.jpg,Correct
P6104045763,data/part8\P6104045763\R3342177044\2182133310.jpg,Correct
P6105464143,data/part8\P6105464143\R3351372719\2187394466.jpg,Correct
P6084770684,data/part8\P6084770684\R4071277023\3042034380.jpg,Correct
P6662007906,data/part8\P6662007906\R4034655534\3020412341.jpg,Correct
P6346732649,data/part8\P6346732649\R4006302327\3003700317.jpg,Correct
P6086667923,data/part8\P6086667923\R3381665629\2205096421.jpg,Correct
P6354135890,data/part8\P6354135890\R3430967869\2234343378.jpg,Correct
P6105070407,data/part8\P6105070407\R3368747719\2197417513.jpg,Correct
P6647814482,data/part8\P6647814482\R4004414114\3002620803.jpg,Correct
P6567869749,data/part8\P6567869749\R4014808266\3008674792.jpg,Correct
P6224040150,data/part8\P6224040150\R3362658489\2193822583.jpg,Correct
P6308218077,data/part8\P6308218077\R4019772724\3011576829.jpg,Correct
P6427979438,data/part8\P6427979438\R3421237238\2228587083.jpg,Correct
P6376498406,data/part8\P6376498406\R4029301215\3017241109.jpg,Correct
P6198715961,data/part8\P6198715961\R3361616292\2193221313.jpg,Correct
P6471834881,data/part8\P6471834881\R4065423492\3038524121.jpg,Correct
P6012496692,data/part8\P6012496692\R4051563641\3030346378.jpg,Correct
P6471671780,data/part8\P6471671780\R4016070561\3009366172.jpg,Correct
P6535112505,data/part8\P6535112505\R3420652038\2228256571.jpg,Correct
P6454804144,data/part8\P6454804144\R3428965695\2233136891.jpg,Correct
P6303365273,data/part8\P6303365273\R4084728656\3050043960.jpg,Correct
P6292221224,data/part8\P6292221224\R3388095713\2208815314.jpg,Correct
P6160559471,data/part8\P6160559471\R4000638089\3000343773.jpg,Correct
P6217510814,data/part8\P6217510814\R3409983718\2221895241.jpg,Correct
P6086149139,data/part8\P6086149139\R3347761803\2185324953.jpg,Correct
P6595889342,data/part8\P6595889342\R4072733729\3042917439.jpg,Correct
P6494586162,data/part8\P6494586162\R3427521658\2232286819.jpg,Correct
P6471092980,data/part8\P6471092980\R3406316353\2219707180.jpg,Correct
P6246267421,data/part8\P6246267421\R4043745023\3025759031.jpg,Correct
P6664484143,data/part8\P6664484143\R4005572656\3003261619.jpg,Correct
P6289312396,data/part8\P6289312396\R3377936846\2202858908.jpg,Correct
P6472914632,data/part8\P6472914632\R3420092205\2227901126.jpg,Correct
P6280909592,data/part8\P6280909592\R4002611365\3001528983.jpg,Correct
P6452732864,data/part8\P6452732864\R3430906934\2234303973.jpg,Correct
P6148909085,data/part8\P6148909085\R3378470879\2203152213.jpg,Correct
P6144395262,data/part8\P6144395262\R3399197449\2215451882.jpg,Correct
P6414931301,data/part8\P6414931301\R3418305167\2226825513.jpg,Correct
P6554993405,data/part8\P6554993405\R4021245543\3012433246.jpg,Correct
P6112061062,data/part8\P6112061062\R3341384130\2181660239.jpg,Correct
P6380661815,data/part8\P6380661815\R3420815830\2228346163.jpg,Correct
P6256321012,data/part8\P6256321012\R4034757191\3020470521.jpg,Correct
P6579506643,data/part8\P6579506643\R4013387414\3007850770.jpg,Correct
P6443731135,data/part8\P6443731135\R3402946691\2217679410.jpg,Correct
P6424278657,data/part8\P6424278657\R3400917634\2216498791.jpg,Correct
P6689425380,data/part8\P6689425380\R4066676741\3039280766.jpg,Correct
P6101563502,data/part8\P6101563502\R3363603489\2194409250.jpg,Correct
P6438938363,data/part8\P6438938363\R4075910264\3044793531.jpg,Correct
P6656280975,data/part8\P6656280975\R4035466599\3020850691.jpg,Correct
P6129061820,data/part8\P6129061820\R3344974492\2183708750.jpg,Correct
P6311593062,data/part8\P6311593062\R4012824280\3007502860.jpg,Correct
P6230114209,data/part8\P6230114209\R3395085008\2213007911.jpg,Correct
P6021666586,data/part8\P6021666586\R3366110555\2195907203.jpg,Correct
P6693305802,data/part8\P6693305802\R4017374219\3010186708.jpg,Correct
P6660484881,data/part8\P6660484881\R4025776141\3015103035.jpg,Correct
P6242640574,data/part8\P6242640574\R3414801896\2224775762.jpg,Correct
P6028664230,data/part8\P6028664230\R3418131774\2226721904.jpg,Correct
P6410437283,data/part8\P6410437283\R3425045225\2230855111.jpg,Correct
P6158545134,data/part8\P6158545134\R3380615001\2204481890.jpg,Correct
P6498075864,data/part8\P6498075864\R3421608538\2228811918.jpg,Correct
P6715601320,data/part8\P6715601320\R4016479054\3009634499.jpg,Correct
P6039452663,data/part8\P6039452663\R4114399075\3067887299.jpg,Correct
P6028906853,data/part8\P6028906853\R3345211178\2183858440.jpg,Correct
P6575554232,data/part8\P6575554232\R4014979829\3008773442.jpg,Correct
P6243388133,data/part8\P6243388133\R3420256153\2228000755.jpg,Correct
P6174472832,data/part8\P6174472832\R3361883203\2193376264.jpg,Correct
P6064564519,data/part8\P6064564519\R3352799764\2188226496.jpg,Correct
P6671971317,data/part8\P6671971317\R4044174873\3026019989.jpg,Correct
P6010872471,data/part8\P6010872471\R3355863801\2189984022.jpg,Correct
P6206978092,data/part8\P6206978092\R3402967603\2217690177.jpg,Correct
P6302092047,data/part8\P6302092047\R4064655853\3038053008.jpg,Correct
P6549929571,data/part8\P6549929571\R3419721377\2227680750.jpg,Correct
P6260414329,data/part8\P6260414329\R4003894684\3002299470.jpg,Correct
P6439480397,data/part8\P6439480397\R3420618609\2228235415.jpg,Correct
P6430173873,data/part8\P6430173873\R3412668360\2223513674.jpg,Correct
P6734800497,data/part8\P6734800497\R4051535231\3030327995.jpg,Correct
P6757732353,data/part8\P6757732353\R4023983745\3014094313.jpg,Correct
P6471253806,data/part8\P6471253806\R3430456171\2234052439.jpg,Correct
P6392871635,data/part8\P6392871635\R3401152872\2216628847.jpg,Correct
P6169999868,data/part8\P6169999868\R3369560508\2197910652.jpg,Correct
P6107875125,data/part8\P6107875125\R4052084251\3030667679.jpg,Correct
P6043214173,data/part8\P6043214173\R3411773037\2222972539.jpg,Correct
P6684987745,data/part8\P6684987745\R4098704567\3058459290.jpg,Correct
P6339589023,data/part8\P6339589023\R3385862573\2207540926.jpg,Correct
P6439734483,data/part8\P6439734483\R3404373920\2218523661.jpg,Correct
P6124849912,data/part8\P6124849912\R3380307362\2204286784.jpg,Correct
P6108508593,data/part8\P6108508593\R3342039780\2182046202.jpg,Correct
P6460945212,data/part8\P6460945212\R3411549368\2222841278.jpg,Correct
P6501387235,data/part8\P6501387235\R3424594768\2230572581.jpg,Correct
P6153899880,data/part8\P6153899880\R4026890601\3015806524.jpg,Correct
P6053526231,data/part8\P6053526231\R4064511757\3037962481.jpg,Correct
P6206404233,data/part8\P6206404233\R3360827115\2192802201.jpg,Correct
P6496949250,data/part8\P6496949250\R4008386960\3004933922.jpg,Correct
P6734795434,data/part8\P6734795434\R4025672682\3015038853.jpg,Correct
P6734398922,data/part8\P6734398922\R4071269757\3042029609.jpg,Correct
P6353537744,data/part8\P6353537744\R3399516551\2215638693.jpg,Correct
P6163245111,data/part8\P6163245111\R3363508558\2194344998.jpg,Correct
P6316312973,data/part8\P6316312973\R4001140167\3000629216.jpg,Correct
P6595263918,data/part8\P6595263918\R4049275270\3029034353.jpg,Correct
P6013817881,data/part8\P6013817881\R3354111959\2188933463.jpg,Correct
P6554766664,data/part8\P6554766664\R4068814658\3040540417.jpg,Correct
P6385192861,data/part8\P6385192861\R3398730730\2215143196.jpg,Correct
P6063115757,data/part8\P6063115757\R3368059326\2196993103.jpg,Correct
P6064129821,data/part8\P6064129821\R4033090898\3019478239.jpg,Correct
P6044929604,data/part8\P6044929604\R3357028799\2190665467.jpg,Correct
P6574935271,data/part8\P6574935271\R4044903659\3026440511.jpg,Correct
P6444740960,data/part8\P6444740960\R4035046885\3020613138.jpg,Correct
P6619251858,data/part8\P6619251858\R4001729560\3000990496.jpg,Correct
P6506989528,data/part8\P6506989528\R4009976482\3005870550.jpg,Correct
P6366217759,data/part8\P6366217759\R4062575588\3036874975.jpg,Correct
P6024976424,data/part8\P6024976424\R3337545844\2179459599.jpg,Correct
P6154013728,data/part8\P6154013728\R3355791206\2189939202.jpg,Correct
P6037534051,data/part8\P6037534051\R3352002714\2187764585.jpg,Correct
P6486338874,data/part8\P6486338874\R3414022333\2224291990.jpg,Correct
P6707261875,data/part8\P6707261875\R4057762725\3034002403.jpg,Correct
P6264030404,data/part8\P6264030404\R4035343285\3020782198.jpg,Correct
P6411367289,data/part8\P6411367289\R3421539317\2228774596.jpg,Correct
P6376404973,data/part8\P6376404973\R4060305444\3035493865.jpg,Correct
P6132291632,data/part8\P6132291632\R3342371676\2182250086.jpg,Correct
P6065292361,data/part8\P6065292361\R4114047072\3067664223.jpg,Correct
P6731417667,data/part8\P6731417667\R4029359965\3017274362.jpg,Correct
P6423887092,data/part8\P6423887092\R4100139717\3059332749.jpg,Correct
